TOP.60be4ee9.000a3f39	START
TOP.60bfc5c5.00007875	user_options->bitmap_max	18
TOP.60bfc5c5.00007875	user_options->bitmap_min	16
TOP.60bfc5c5.00007875	user_options->debug_mode	0
TOP.60bfc5c5.00007875	user_options->hash_info	0
TOP.60bfc5c5.00007875	user_options->force	1
TOP.60bfc5c5.00007875	user_options->hwmon_disable	0
TOP.60bfc5c5.00007875	user_options->hwmon_temp_abort	90
TOP.60bfc5c5.00007875	user_options->hash_mode	0
TOP.60bfc5c5.00007875	user_options->hex_charset	0
TOP.60bfc5c5.00007875	user_options->hex_salt	0
TOP.60bfc5c5.00007875	user_options->hex_wordlist	0
TOP.60bfc5c5.00007875	user_options->hook_threads	8
TOP.60bfc5c5.00007875	user_options->increment	0
TOP.60bfc5c5.00007875	user_options->increment_max	256
TOP.60bfc5c5.00007875	user_options->increment_min	1
TOP.60bfc5c5.00007875	user_options->keep_guessing	0
TOP.60bfc5c5.00007875	user_options->kernel_accel	0
TOP.60bfc5c5.00007875	user_options->kernel_loops	0
TOP.60bfc5c5.00007875	user_options->kernel_threads	0
TOP.60bfc5c5.00007875	user_options->keyspace	0
TOP.60bfc5c5.00007875	user_options->left	0
TOP.60bfc5c5.00007875	user_options->logfile_disable	0
TOP.60bfc5c5.00007875	user_options->loopback	0
TOP.60bfc5c5.00007875	user_options->machine_readable	0
TOP.60bfc5c5.00007875	user_options->markov_classic	0
TOP.60bfc5c5.00007875	user_options->markov_disable	0
TOP.60bfc5c5.00007875	user_options->markov_threshold	256
TOP.60bfc5c5.00007875	user_options->backend_info	0
TOP.60bfc5c5.00007875	user_options->backend_vector_width	0
TOP.60bfc5c5.00007875	user_options->optimized_kernel_enable	0
TOP.60bfc5c5.00007875	user_options->outfile_autohex	1
TOP.60bfc5c5.00007875	user_options->outfile_check_timer	5
TOP.60bfc5c5.00007875	user_options->outfile_format	3
TOP.60bfc5c5.00007875	user_options->wordlist_autohex_disable	0
TOP.60bfc5c5.00007875	user_options->potfile_disable	0
TOP.60bfc5c5.00007875	user_options->progress_only	0
TOP.60bfc5c5.00007875	user_options->quiet	0
TOP.60bfc5c5.00007875	user_options->remove	0
TOP.60bfc5c5.00007875	user_options->remove_timer	60
TOP.60bfc5c5.00007875	user_options->restore	0
TOP.60bfc5c5.00007875	user_options->restore_disable	0
TOP.60bfc5c5.00007875	user_options->restore_timer	60
TOP.60bfc5c5.00007875	user_options->rp_files_cnt	0
TOP.60bfc5c5.00007875	user_options->rp_gen	0
TOP.60bfc5c5.00007875	user_options->rp_gen_func_max	4
TOP.60bfc5c5.00007875	user_options->rp_gen_func_min	1
TOP.60bfc5c5.00007875	user_options->rp_gen_seed	0
TOP.60bfc5c5.00007875	user_options->runtime	0
TOP.60bfc5c5.00007875	user_options->scrypt_tmto	0
TOP.60bfc5c5.00007875	user_options->segment_size	33554432
TOP.60bfc5c5.00007875	user_options->self_test_disable	0
TOP.60bfc5c5.00007875	user_options->slow_candidates	0
TOP.60bfc5c5.00007875	user_options->show	0
TOP.60bfc5c5.00007875	user_options->speed_only	0
TOP.60bfc5c5.00007875	user_options->spin_damp	0
TOP.60bfc5c5.00007875	user_options->status	0
TOP.60bfc5c5.00007875	user_options->status_json	0
TOP.60bfc5c5.00007875	user_options->status_timer	10
TOP.60bfc5c5.00007875	user_options->stdout_flag	0
TOP.60bfc5c5.00007875	user_options->usage	0
TOP.60bfc5c5.00007875	user_options->username	0
TOP.60bfc5c5.00007875	user_options->veracrypt_pim_start	485
TOP.60bfc5c5.00007875	user_options->veracrypt_pim_stop	485
TOP.60bfc5c5.00007875	user_options->version	0
TOP.60bfc5c5.00007875	user_options->workload_profile	2
TOP.60bfc5c5.00007875	user_options->brain_client	0
TOP.60bfc5c5.00007875	user_options->brain_client_features	2
TOP.60bfc5c5.00007875	user_options->brain_server	0
TOP.60bfc5c5.00007875	user_options->brain_server_timer	300
TOP.60bfc5c5.00007875	user_options->brain_port	6863
TOP.60bfc5c5.00007875	user_options->brain_session	0
TOP.60bfc5c5.00007875	hashes->hashfile	c:\Users\Nico\Desktop\hashcat-6.2.1\hashes\archivo_1
TOP.60bfc5c5.00007875	hashes->hashlist_mode	5
TOP.60bfc5c5.00007875	hashes->hashlist_format	0
TOP.60bfc5c5.00007875	hashes->hashes_cnt	0
TOP.60bfc5c5.00007875	hashes->digests_cnt	1000
TOP.60bfc5c5.00007875	hashes->digests_done	0
TOP.60bfc5c5.00007875	hashes->salts_cnt	1
TOP.60bfc5c5.00007875	hashes->salts_done	0
TOP.60bfc5c5.00007875	SUB.60bfc5c5.00047cf6	START
TOP.60bfc5c5.00007875	SUB.60bfc5c5.00047cf6	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_1.dict
TOP.60bfc5c5.00007875	SUB.60bfc5c5.00047cf6	runtime_start	1623180741
TOP.60bfc5c5.00007875	SUB.60bfc5c5.00047cf6	runtime_stop	1623180741
TOP.60bfc5c5.00007875	SUB.60bfc5c5.00047cf6	status-after-work	5
TOP.60bfc5c5.00007875	SUB.60bfc5c5.00047cf6	STOP
TOP.60bfc5c5.00007875	SUB.60bfc5c5.000d72de	START
TOP.60bfc5c5.00007875	SUB.60bfc5c5.000d72de	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_2.dict
TOP.60bfc5c5.00007875	SUB.60bfc5c5.000d72de	runtime_start	1623180741
TOP.60bfc5c5.00007875	SUB.60bfc5c5.000d72de	runtime_stop	1623180746
TOP.60bfc5c5.00007875	SUB.60bfc5c5.000d72de	status-after-work	6
TOP.60bfc5c5.00007875	SUB.60bfc5c5.000d72de	STOP
TOP.60bfc5c5.00007875	proc_start	1623180741
TOP.60bfc5c5.00007875	proc_stop	1623180747
TOP.60bfc5c5.00007875	STOP
TOP.60bfc5dd.0007f690	START
TOP.60bfc5dd.0007f690	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60bfc5dd.0007f690	folder_config->install_dir	.
TOP.60bfc5dd.0007f690	folder_config->profile_dir	.
TOP.60bfc5dd.0007f690	folder_config->session_dir	.
TOP.60bfc5dd.0007f690	folder_config->shared_dir	.
TOP.60bfc5dd.0007f690	user_options->separator	:
TOP.60bfc5dd.0007f690	user_options->encoding_from	utf-8
TOP.60bfc5dd.0007f690	user_options->encoding_to	utf-8
TOP.60bfc5dd.0007f690	user_options->outfile	outputArchivo1.txt
TOP.60bfc5dd.0007f690	user_options->rule_buf_l	:
TOP.60bfc5dd.0007f690	user_options->rule_buf_r	:
TOP.60bfc5dd.0007f690	user_options->session	hashcat
TOP.60bfc5dd.0007f690	user_options->limit	0
TOP.60bfc5dd.0007f690	user_options->skip	0
TOP.60bfc5dd.0007f690	user_options->attack_mode	0
TOP.60bfc5dd.0007f690	user_options->benchmark	0
TOP.60bfc5dd.0007f690	user_options->benchmark_all	0
TOP.60bfc5dd.0007f690	user_options->bitmap_max	18
TOP.60bfc5dd.0007f690	user_options->bitmap_min	16
TOP.60bfc5dd.0007f690	user_options->debug_mode	0
TOP.60bfc5dd.0007f690	user_options->hash_info	0
TOP.60bfc5dd.0007f690	user_options->force	1
TOP.60bfc5dd.0007f690	user_options->hwmon_disable	0
TOP.60bfc5dd.0007f690	user_options->hwmon_temp_abort	90
TOP.60bfc5dd.0007f690	user_options->hash_mode	0
TOP.60bfc5dd.0007f690	user_options->hex_charset	0
TOP.60bfc5dd.0007f690	user_options->hex_salt	0
TOP.60bfc5dd.0007f690	user_options->hex_wordlist	0
TOP.60bfc5dd.0007f690	user_options->hook_threads	8
TOP.60bfc5dd.0007f690	user_options->increment	0
TOP.60bfc5dd.0007f690	user_options->increment_max	256
TOP.60bfc5dd.0007f690	user_options->increment_min	1
TOP.60bfc5dd.0007f690	user_options->keep_guessing	0
TOP.60bfc5dd.0007f690	user_options->kernel_accel	0
TOP.60bfc5dd.0007f690	user_options->kernel_loops	0
TOP.60bfc5dd.0007f690	user_options->kernel_threads	0
TOP.60bfc5dd.0007f690	user_options->keyspace	0
TOP.60bfc5dd.0007f690	user_options->left	0
TOP.60bfc5dd.0007f690	user_options->logfile_disable	0
TOP.60bfc5dd.0007f690	user_options->loopback	0
TOP.60bfc5dd.0007f690	user_options->machine_readable	0
TOP.60bfc5dd.0007f690	user_options->markov_classic	0
TOP.60bfc5dd.0007f690	user_options->markov_disable	0
TOP.60bfc5dd.0007f690	user_options->markov_threshold	256
TOP.60bfc5dd.0007f690	user_options->backend_info	0
TOP.60bfc5dd.0007f690	user_options->backend_vector_width	0
TOP.60bfc5dd.0007f690	user_options->optimized_kernel_enable	0
TOP.60bfc5dd.0007f690	user_options->outfile_autohex	1
TOP.60bfc5dd.0007f690	user_options->outfile_check_timer	5
TOP.60bfc5dd.0007f690	user_options->outfile_format	3
TOP.60bfc5dd.0007f690	user_options->wordlist_autohex_disable	0
TOP.60bfc5dd.0007f690	user_options->potfile_disable	0
TOP.60bfc5dd.0007f690	user_options->progress_only	0
TOP.60bfc5dd.0007f690	user_options->quiet	0
TOP.60bfc5dd.0007f690	user_options->remove	0
TOP.60bfc5dd.0007f690	user_options->remove_timer	60
TOP.60bfc5dd.0007f690	user_options->restore	0
TOP.60bfc5dd.0007f690	user_options->restore_disable	0
TOP.60bfc5dd.0007f690	user_options->restore_timer	60
TOP.60bfc5dd.0007f690	user_options->rp_files_cnt	0
TOP.60bfc5dd.0007f690	user_options->rp_gen	0
TOP.60bfc5dd.0007f690	user_options->rp_gen_func_max	4
TOP.60bfc5dd.0007f690	user_options->rp_gen_func_min	1
TOP.60bfc5dd.0007f690	user_options->rp_gen_seed	0
TOP.60bfc5dd.0007f690	user_options->runtime	0
TOP.60bfc5dd.0007f690	user_options->scrypt_tmto	0
TOP.60bfc5dd.0007f690	user_options->segment_size	33554432
TOP.60bfc5dd.0007f690	user_options->self_test_disable	0
TOP.60bfc5dd.0007f690	user_options->slow_candidates	0
TOP.60bfc5dd.0007f690	user_options->show	0
TOP.60bfc5dd.0007f690	user_options->speed_only	0
TOP.60bfc5dd.0007f690	user_options->spin_damp	0
TOP.60bfc5dd.0007f690	user_options->status	0
TOP.60bfc5dd.0007f690	user_options->status_json	0
TOP.60bfc5dd.0007f690	user_options->status_timer	10
TOP.60bfc5dd.0007f690	user_options->stdout_flag	0
TOP.60bfc5dd.0007f690	user_options->usage	0
TOP.60bfc5dd.0007f690	user_options->username	0
TOP.60bfc5dd.0007f690	user_options->veracrypt_pim_start	485
TOP.60bfc5dd.0007f690	user_options->veracrypt_pim_stop	485
TOP.60bfc5dd.0007f690	user_options->version	0
TOP.60bfc5dd.0007f690	user_options->workload_profile	2
TOP.60bfc5dd.0007f690	user_options->brain_client	0
TOP.60bfc5dd.0007f690	user_options->brain_client_features	2
TOP.60bfc5dd.0007f690	user_options->brain_server	0
TOP.60bfc5dd.0007f690	user_options->brain_server_timer	300
TOP.60bfc5dd.0007f690	user_options->brain_port	6863
TOP.60bfc5dd.0007f690	user_options->brain_session	0
TOP.60bfc5dd.0007f690	hashes->hashfile	c:\Users\Nico\Desktop\hashcat-6.2.1\hashes\archivo_1
TOP.60bfc5dd.0007f690	hashes->hashlist_mode	5
TOP.60bfc5dd.0007f690	hashes->hashlist_format	0
TOP.60bfc5dd.0007f690	hashes->hashes_cnt	0
TOP.60bfc5dd.0007f690	hashes->digests_cnt	1000
TOP.60bfc5dd.0007f690	hashes->digests_done	0
TOP.60bfc5dd.0007f690	hashes->salts_cnt	1
TOP.60bfc5dd.0007f690	hashes->salts_done	0
TOP.60bfc5dd.0007f690	SUB.60bfc5dd.000bb0bd	START
TOP.60bfc5dd.0007f690	SUB.60bfc5dd.000bb0bd	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_1.dict
TOP.60bfc5dd.0007f690	SUB.60bfc5dd.000bb0bd	runtime_start	1623180765
TOP.60bfc5dd.0007f690	SUB.60bfc5dd.000bb0bd	runtime_stop	1623180766
TOP.60bfc5dd.0007f690	SUB.60bfc5dd.000bb0bd	status-after-work	5
TOP.60bfc5dd.0007f690	SUB.60bfc5dd.000bb0bd	STOP
TOP.60bfc5dd.0007f690	SUB.60bfc5de.0004818a	START
TOP.60bfc5dd.0007f690	SUB.60bfc5de.0004818a	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_2.dict
TOP.60bfc5dd.0007f690	SUB.60bfc5de.0004818a	runtime_start	1623180766
TOP.60bfc5dd.0007f690	SUB.60bfc5de.0004818a	runtime_stop	1623180770
TOP.60bfc5dd.0007f690	SUB.60bfc5de.0004818a	status-after-work	6
TOP.60bfc5dd.0007f690	SUB.60bfc5de.0004818a	STOP
TOP.60bfc5dd.0007f690	proc_start	1623180765
TOP.60bfc5dd.0007f690	proc_stop	1623180770
TOP.60bfc5dd.0007f690	STOP
TOP.60bfc618.000d574e	START
TOP.60bfc618.000d574e	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60bfc618.000d574e	folder_config->install_dir	.
TOP.60bfc618.000d574e	folder_config->profile_dir	.
TOP.60bfc618.000d574e	folder_config->session_dir	.
TOP.60bfc618.000d574e	folder_config->shared_dir	.
TOP.60bfc618.000d574e	user_options->separator	:
TOP.60bfc618.000d574e	user_options->encoding_from	utf-8
TOP.60bfc618.000d574e	user_options->encoding_to	utf-8
TOP.60bfc618.000d574e	user_options->outfile	outputArchivo1.txt
TOP.60bfc618.000d574e	user_options->rule_buf_l	:
TOP.60bfc618.000d574e	user_options->rule_buf_r	:
TOP.60bfc618.000d574e	user_options->session	hashcat
TOP.60bfc618.000d574e	user_options->limit	0
TOP.60bfc618.000d574e	user_options->skip	0
TOP.60bfc618.000d574e	user_options->attack_mode	0
TOP.60bfc618.000d574e	user_options->benchmark	0
TOP.60bfc618.000d574e	user_options->benchmark_all	0
TOP.60bfc618.000d574e	user_options->bitmap_max	18
TOP.60bfc618.000d574e	user_options->bitmap_min	16
TOP.60bfc618.000d574e	user_options->debug_mode	0
TOP.60bfc618.000d574e	user_options->hash_info	0
TOP.60bfc618.000d574e	user_options->force	1
TOP.60bfc618.000d574e	user_options->hwmon_disable	0
TOP.60bfc618.000d574e	user_options->hwmon_temp_abort	90
TOP.60bfc618.000d574e	user_options->hash_mode	0
TOP.60bfc618.000d574e	user_options->hex_charset	0
TOP.60bfc618.000d574e	user_options->hex_salt	0
TOP.60bfc618.000d574e	user_options->hex_wordlist	0
TOP.60bfc618.000d574e	user_options->hook_threads	8
TOP.60bfc618.000d574e	user_options->increment	0
TOP.60bfc618.000d574e	user_options->increment_max	256
TOP.60bfc618.000d574e	user_options->increment_min	1
TOP.60bfc618.000d574e	user_options->keep_guessing	0
TOP.60bfc618.000d574e	user_options->kernel_accel	0
TOP.60bfc618.000d574e	user_options->kernel_loops	0
TOP.60bfc618.000d574e	user_options->kernel_threads	0
TOP.60bfc618.000d574e	user_options->keyspace	0
TOP.60bfc618.000d574e	user_options->left	0
TOP.60bfc618.000d574e	user_options->logfile_disable	0
TOP.60bfc618.000d574e	user_options->loopback	0
TOP.60bfc618.000d574e	user_options->machine_readable	0
TOP.60bfc618.000d574e	user_options->markov_classic	0
TOP.60bfc618.000d574e	user_options->markov_disable	0
TOP.60bfc618.000d574e	user_options->markov_threshold	256
TOP.60bfc618.000d574e	user_options->backend_info	0
TOP.60bfc618.000d574e	user_options->backend_vector_width	0
TOP.60bfc618.000d574e	user_options->optimized_kernel_enable	0
TOP.60bfc618.000d574e	user_options->outfile_autohex	1
TOP.60bfc618.000d574e	user_options->outfile_check_timer	5
TOP.60bfc618.000d574e	user_options->outfile_format	3
TOP.60bfc618.000d574e	user_options->wordlist_autohex_disable	0
TOP.60bfc618.000d574e	user_options->potfile_disable	0
TOP.60bfc618.000d574e	user_options->progress_only	0
TOP.60bfc618.000d574e	user_options->quiet	0
TOP.60bfc618.000d574e	user_options->remove	0
TOP.60bfc618.000d574e	user_options->remove_timer	60
TOP.60bfc618.000d574e	user_options->restore	0
TOP.60bfc618.000d574e	user_options->restore_disable	0
TOP.60bfc618.000d574e	user_options->restore_timer	60
TOP.60bfc618.000d574e	user_options->rp_files_cnt	0
TOP.60bfc618.000d574e	user_options->rp_gen	0
TOP.60bfc618.000d574e	user_options->rp_gen_func_max	4
TOP.60bfc618.000d574e	user_options->rp_gen_func_min	1
TOP.60bfc618.000d574e	user_options->rp_gen_seed	0
TOP.60bfc618.000d574e	user_options->runtime	0
TOP.60bfc618.000d574e	user_options->scrypt_tmto	0
TOP.60bfc618.000d574e	user_options->segment_size	33554432
TOP.60bfc618.000d574e	user_options->self_test_disable	0
TOP.60bfc618.000d574e	user_options->slow_candidates	0
TOP.60bfc618.000d574e	user_options->show	0
TOP.60bfc618.000d574e	user_options->speed_only	0
TOP.60bfc618.000d574e	user_options->spin_damp	0
TOP.60bfc618.000d574e	user_options->status	0
TOP.60bfc618.000d574e	user_options->status_json	0
TOP.60bfc618.000d574e	user_options->status_timer	10
TOP.60bfc618.000d574e	user_options->stdout_flag	0
TOP.60bfc618.000d574e	user_options->usage	0
TOP.60bfc618.000d574e	user_options->username	0
TOP.60bfc618.000d574e	user_options->veracrypt_pim_start	485
TOP.60bfc618.000d574e	user_options->veracrypt_pim_stop	485
TOP.60bfc618.000d574e	user_options->version	0
TOP.60bfc618.000d574e	user_options->workload_profile	2
TOP.60bfc618.000d574e	user_options->brain_client	0
TOP.60bfc618.000d574e	user_options->brain_client_features	2
TOP.60bfc618.000d574e	user_options->brain_server	0
TOP.60bfc618.000d574e	user_options->brain_server_timer	300
TOP.60bfc618.000d574e	user_options->brain_port	6863
TOP.60bfc618.000d574e	user_options->brain_session	0
TOP.60bfc618.000d574e	hashes->hashfile	c:\Users\Nico\Desktop\hashcat-6.2.1\hashes\archivo_1
TOP.60bfc618.000d574e	hashes->hashlist_mode	5
TOP.60bfc618.000d574e	hashes->hashlist_format	0
TOP.60bfc618.000d574e	hashes->hashes_cnt	0
TOP.60bfc618.000d574e	hashes->digests_cnt	1000
TOP.60bfc618.000d574e	hashes->digests_done	0
TOP.60bfc618.000d574e	hashes->salts_cnt	1
TOP.60bfc618.000d574e	hashes->salts_done	0
TOP.60bfc618.000d574e	SUB.60bfc619.000238b8	START
TOP.60bfc618.000d574e	SUB.60bfc619.000238b8	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_1.dict
TOP.60bfc618.000d574e	SUB.60bfc619.000238b8	runtime_start	1623180825
TOP.60bfc618.000d574e	SUB.60bfc619.000238b8	runtime_stop	1623180825
TOP.60bfc618.000d574e	SUB.60bfc619.000238b8	status-after-work	5
TOP.60bfc618.000d574e	SUB.60bfc619.000238b8	STOP
TOP.60bfc618.000d574e	SUB.60bfc619.000aa151	START
TOP.60bfc618.000d574e	SUB.60bfc619.000aa151	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_2.dict
TOP.60bfc618.000d574e	SUB.60bfc619.000aa151	runtime_start	1623180825
TOP.60bfc618.000d574e	SUB.60bfc619.000aa151	runtime_stop	1623180829
TOP.60bfc618.000d574e	SUB.60bfc619.000aa151	status-after-work	6
TOP.60bfc618.000d574e	SUB.60bfc619.000aa151	STOP
TOP.60bfc618.000d574e	proc_start	1623180824
TOP.60bfc618.000d574e	proc_stop	1623180830
TOP.60bfc618.000d574e	STOP
TOP.60bfc6a2.0009fdb5	START
TOP.60bfc6a2.0009fdb5	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60bfc6a2.0009fdb5	folder_config->install_dir	.
TOP.60bfc6a2.0009fdb5	folder_config->profile_dir	.
TOP.60bfc6a2.0009fdb5	folder_config->session_dir	.
TOP.60bfc6a2.0009fdb5	folder_config->shared_dir	.
TOP.60bfc6a2.0009fdb5	user_options->separator	:
TOP.60bfc6a2.0009fdb5	user_options->encoding_from	utf-8
TOP.60bfc6a2.0009fdb5	user_options->encoding_to	utf-8
TOP.60bfc6a2.0009fdb5	user_options->outfile	outputArchivo1.txt
TOP.60bfc6a2.0009fdb5	user_options->rule_buf_l	:
TOP.60bfc6a2.0009fdb5	user_options->rule_buf_r	:
TOP.60bfc6a2.0009fdb5	user_options->session	hashcat
TOP.60bfc6a2.0009fdb5	user_options->limit	0
TOP.60bfc6a2.0009fdb5	user_options->skip	0
TOP.60bfc6a2.0009fdb5	user_options->attack_mode	0
TOP.60bfc6a2.0009fdb5	user_options->benchmark	0
TOP.60bfc6a2.0009fdb5	user_options->benchmark_all	0
TOP.60bfc6a2.0009fdb5	user_options->bitmap_max	18
TOP.60bfc6a2.0009fdb5	user_options->bitmap_min	16
TOP.60bfc6a2.0009fdb5	user_options->debug_mode	0
TOP.60bfc6a2.0009fdb5	user_options->hash_info	0
TOP.60bfc6a2.0009fdb5	user_options->force	1
TOP.60bfc6a2.0009fdb5	user_options->hwmon_disable	0
TOP.60bfc6a2.0009fdb5	user_options->hwmon_temp_abort	90
TOP.60bfc6a2.0009fdb5	user_options->hash_mode	0
TOP.60bfc6a2.0009fdb5	user_options->hex_charset	0
TOP.60bfc6a2.0009fdb5	user_options->hex_salt	0
TOP.60bfc6a2.0009fdb5	user_options->hex_wordlist	0
TOP.60bfc6a2.0009fdb5	user_options->hook_threads	8
TOP.60bfc6a2.0009fdb5	user_options->increment	0
TOP.60bfc6a2.0009fdb5	user_options->increment_max	256
TOP.60bfc6a2.0009fdb5	user_options->increment_min	1
TOP.60bfc6a2.0009fdb5	user_options->keep_guessing	0
TOP.60bfc6a2.0009fdb5	user_options->kernel_accel	0
TOP.60bfc6a2.0009fdb5	user_options->kernel_loops	0
TOP.60bfc6a2.0009fdb5	user_options->kernel_threads	0
TOP.60bfc6a2.0009fdb5	user_options->keyspace	0
TOP.60bfc6a2.0009fdb5	user_options->left	0
TOP.60bfc6a2.0009fdb5	user_options->logfile_disable	0
TOP.60bfc6a2.0009fdb5	user_options->loopback	0
TOP.60bfc6a2.0009fdb5	user_options->machine_readable	0
TOP.60bfc6a2.0009fdb5	user_options->markov_classic	0
TOP.60bfc6a2.0009fdb5	user_options->markov_disable	0
TOP.60bfc6a2.0009fdb5	user_options->markov_threshold	256
TOP.60bfc6a2.0009fdb5	user_options->backend_info	0
TOP.60bfc6a2.0009fdb5	user_options->backend_vector_width	0
TOP.60bfc6a2.0009fdb5	user_options->optimized_kernel_enable	0
TOP.60bfc6a2.0009fdb5	user_options->outfile_autohex	1
TOP.60bfc6a2.0009fdb5	user_options->outfile_check_timer	5
TOP.60bfc6a2.0009fdb5	user_options->outfile_format	3
TOP.60bfc6a2.0009fdb5	user_options->wordlist_autohex_disable	0
TOP.60bfc6a2.0009fdb5	user_options->potfile_disable	0
TOP.60bfc6a2.0009fdb5	user_options->progress_only	0
TOP.60bfc6a2.0009fdb5	user_options->quiet	0
TOP.60bfc6a2.0009fdb5	user_options->remove	0
TOP.60bfc6a2.0009fdb5	user_options->remove_timer	60
TOP.60bfc6a2.0009fdb5	user_options->restore	0
TOP.60bfc6a2.0009fdb5	user_options->restore_disable	0
TOP.60bfc6a2.0009fdb5	user_options->restore_timer	60
TOP.60bfc6a2.0009fdb5	user_options->rp_files_cnt	0
TOP.60bfc6a2.0009fdb5	user_options->rp_gen	0
TOP.60bfc6a2.0009fdb5	user_options->rp_gen_func_max	4
TOP.60bfc6a2.0009fdb5	user_options->rp_gen_func_min	1
TOP.60bfc6a2.0009fdb5	user_options->rp_gen_seed	0
TOP.60bfc6a2.0009fdb5	user_options->runtime	0
TOP.60bfc6a2.0009fdb5	user_options->scrypt_tmto	0
TOP.60bfc6a2.0009fdb5	user_options->segment_size	33554432
TOP.60bfc6a2.0009fdb5	user_options->self_test_disable	0
TOP.60bfc6a2.0009fdb5	user_options->slow_candidates	0
TOP.60bfc6a2.0009fdb5	user_options->show	0
TOP.60bfc6a2.0009fdb5	user_options->speed_only	0
TOP.60bfc6a2.0009fdb5	user_options->spin_damp	0
TOP.60bfc6a2.0009fdb5	user_options->status	0
TOP.60bfc6a2.0009fdb5	user_options->status_json	0
TOP.60bfc6a2.0009fdb5	user_options->status_timer	10
TOP.60bfc6a2.0009fdb5	user_options->stdout_flag	0
TOP.60bfc6a2.0009fdb5	user_options->usage	0
TOP.60bfc6a2.0009fdb5	user_options->username	0
TOP.60bfc6a2.0009fdb5	user_options->veracrypt_pim_start	485
TOP.60bfc6a2.0009fdb5	user_options->veracrypt_pim_stop	485
TOP.60bfc6a2.0009fdb5	user_options->version	0
TOP.60bfc6a2.0009fdb5	user_options->workload_profile	2
TOP.60bfc6a2.0009fdb5	user_options->brain_client	0
TOP.60bfc6a2.0009fdb5	user_options->brain_client_features	2
TOP.60bfc6a2.0009fdb5	user_options->brain_server	0
TOP.60bfc6a2.0009fdb5	user_options->brain_server_timer	300
TOP.60bfc6a2.0009fdb5	user_options->brain_port	6863
TOP.60bfc6a2.0009fdb5	user_options->brain_session	0
TOP.60bfc6a2.0009fdb5	hashes->hashfile	c:\Users\Nico\Desktop\hashcat-6.2.1\hashes\archivo_1
TOP.60bfc6a2.0009fdb5	hashes->hashlist_mode	5
TOP.60bfc6a2.0009fdb5	hashes->hashlist_format	0
TOP.60bfc6a2.0009fdb5	hashes->hashes_cnt	0
TOP.60bfc6a2.0009fdb5	hashes->digests_cnt	1000
TOP.60bfc6a2.0009fdb5	hashes->digests_done	0
TOP.60bfc6a2.0009fdb5	hashes->salts_cnt	1
TOP.60bfc6a2.0009fdb5	hashes->salts_done	0
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a2.000e312a	START
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a2.000e312a	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_1.dict
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a2.000e312a	runtime_start	1623180963
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a2.000e312a	runtime_stop	1623180963
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a2.000e312a	status-after-work	5
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a2.000e312a	STOP
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a3.00088d12	START
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a3.00088d12	straight_ctx->dict	c:\Users\Nico\Desktop\hashcat-6.2.1\diccionario\diccionario_2.dict
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a3.00088d12	runtime_start	1623180963
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a3.00088d12	runtime_stop	1623180967
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a3.00088d12	status-after-work	6
TOP.60bfc6a2.0009fdb5	SUB.60bfc6a3.00088d12	STOP
TOP.60bfc6a2.0009fdb5	proc_start	1623180962
TOP.60bfc6a2.0009fdb5	proc_stop	1623180968
TOP.60bfc6a2.0009fdb5	STOP
TOP.60bfc6e0.0004ad4f	START
TOP.60bfc6e0.0004ad4f	folder_config->cwd	C:\Users\Nico\Desktop\hashcat-6.2.1
TOP.60bfc6e0.0004ad4f	folder_config->install_dir	.
TOP.60bfc6e0.0004ad4f	folder_config->profile_dir	.
TOP.60bfc6e0.0004ad4f	folder_config->session_dir	.
TOP.60bfc6e0.0004ad4f	folder_config->shared_dir	.
TOP.60bfc6e0.0004ad4f	user_options->separator	:
TOP.60bfc6e0.0004ad4f	user_options->encoding_from	utf-8
TOP.60bfc6e0.0004ad4f	user_options->encoding_to	utf-8
TOP.60bfc6e0.0004ad4f	user_options->outfile	outputArchivo1.txt
TOP.60bfc6e0.0004ad4f	user_options->rule_buf_l	:
TOP.60bfc6e0.0004ad4f	user_options->rule_buf_r	:
TOP.60bfc6e0.0004ad4f	user_options->session	hashcat
